[10-Nov-2020 20:27:11 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\functions.php on line 14
[13-Nov-2020 02:05:28 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:07:28 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:09:29 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:11:30 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:13:31 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:15:31 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:17:31 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:19:31 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:21:32 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:23:32 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:25:33 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:27:34 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:29:35 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:31:36 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:33:36 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:35:36 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:37:37 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:39:37 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:41:37 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:43:38 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:45:38 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:47:38 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:49:38 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:51:38 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:53:35 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:53:39 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:55:39 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:57:39 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 02:59:39 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:01:40 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:03:40 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:05:41 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:07:42 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:08:44 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:09:42 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:11:43 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:13:43 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:15:43 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:17:43 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:19:44 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:21:44 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:23:45 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:25:45 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:27:45 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:29:46 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:31:46 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:32:20 UTC] PHP Parse error:  syntax error, unexpected 'remove_theme_support' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:32:55 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 46
[13-Nov-2020 03:33:09 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function add_action(), 0 passed in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 44 and at least 2 expected in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\plugin.php:403
Stack trace:
#0 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php(44): add_action()
#1 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\class-wp-hook.php(287): GEMINI_THEME\Inc\GEMINI_THEME->setup_theme('')
#2 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\class-wp-hook.php(311): WP_Hook->apply_filters('', Array)
#3 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\plugin.php(478): WP_Hook->do_action(Array)
#4 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-settings.php(524): do_action('after_setup_the...')
#5 C:\Users\Gabriel\Local Sites\gab-loca in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\plugin.php on line 403
[15-Nov-2020 00:09:54 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-gemini-theme.php on line 71
[15-Nov-2020 00:39:36 UTC] PHP Parse error:  syntax error, unexpected 'register_menus' (T_STRING), expecting variable (T_VARIABLE) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 29
[15-Nov-2020 00:40:50 UTC] PHP Parse error:  syntax error, unexpected 'register_menus' (T_STRING), expecting variable (T_VARIABLE) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 29
[15-Nov-2020 02:27:11 UTC] PHP Parse error:  syntax error, unexpected '}', expecting ';' or ',' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 41
[15-Nov-2020 02:35:34 UTC] PHP Warning:  Illegal offset type in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 45
[15-Nov-2020 02:35:34 UTC] PHP Stack trace:
[15-Nov-2020 02:35:34 UTC] PHP   1. {main}() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\index.php:0
[15-Nov-2020 02:35:34 UTC] PHP   2. require() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\index.php:17
[15-Nov-2020 02:35:34 UTC] PHP   3. require_once() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-blog-header.php:19
[15-Nov-2020 02:35:34 UTC] PHP   4. include() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template-loader.php:106
[15-Nov-2020 02:35:34 UTC] PHP   5. get_header() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\index.php:7
[15-Nov-2020 02:35:34 UTC] PHP   6. locate_template() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\general-template.php:48
[15-Nov-2020 02:35:34 UTC] PHP   7. load_template() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php:676
[15-Nov-2020 02:35:34 UTC] PHP   8. require_once() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php:730
[15-Nov-2020 02:35:34 UTC] PHP   9. get_template_part() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\header.php:27
[15-Nov-2020 02:35:34 UTC] PHP  10. locate_template() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\general-template.php:204
[15-Nov-2020 02:35:34 UTC] PHP  11. load_template() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php:676
[15-Nov-2020 02:35:34 UTC] PHP  12. require() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php:732
[15-Nov-2020 02:35:34 UTC] PHP  13. GEMINI_THEME\Inc\Menus->get_menu_id() C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php:9
[15-Nov-2020 02:37:10 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 52
[15-Nov-2020 02:38:04 UTC] PHP Fatal error:  Uncaught Error: Object of class GEMINI_THEME\Inc\Menus could not be converted to string in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php:9
Stack trace:
#0 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php(732): require()
#1 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php(676): load_template('C:\\Users\\Gabrie...', false, Array)
#2 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\general-template.php(204): locate_template(Array, true, false, Array)
#3 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\header.php(27): get_template_part('template-parts/...')
#4 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php(730): require_once('C:\\Users\\Gabrie...')
#5 C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-includes\template.php(676): load_template('C:\\Users\\Gabrie...', true, Array)
#6 in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 9
[15-Nov-2020 03:09:45 UTC] PHP Parse error:  syntax error, unexpected '$menu_array' (T_VARIABLE), expecting '(' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\inc\classes\class-menus.php on line 57
[15-Nov-2020 03:12:51 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 79
[15-Nov-2020 03:13:13 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 72
[15-Nov-2020 03:13:44 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:15:31 UTC] PHP Parse error:  syntax error, unexpected '<' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 44
[15-Nov-2020 03:16:11 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:17:29 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 03:18:01 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 03:20:25 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:22:40 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 67
[15-Nov-2020 03:26:28 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 68
[15-Nov-2020 03:29:00 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 68
[15-Nov-2020 03:30:56 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 67
[15-Nov-2020 03:31:19 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 67
[15-Nov-2020 03:32:15 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 67
[15-Nov-2020 03:33:48 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 68
[15-Nov-2020 03:34:18 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 68
[15-Nov-2020 03:38:27 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:40:36 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:42:45 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:46:17 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:48:50 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:48:53 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 71
[15-Nov-2020 03:50:13 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:51:15 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:51:54 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 03:52:12 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 03:55:20 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 72
[15-Nov-2020 14:54:42 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 72
[15-Nov-2020 14:56:49 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 72
[15-Nov-2020 14:58:05 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 70
[15-Nov-2020 14:59:16 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 15:11:47 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 15:13:22 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 69
[15-Nov-2020 15:17:07 UTC] PHP Parse error:  syntax error, unexpected ';', expecting ']' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 73
[15-Nov-2020 15:18:06 UTC] PHP Parse error:  syntax error, unexpected ';', expecting ']' in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 73
[15-Nov-2020 15:34:57 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 65
[15-Nov-2020 15:35:16 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 65
[15-Nov-2020 16:03:09 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 65
[15-Nov-2020 16:20:32 UTC] PHP Parse error:  syntax error, unexpected 'esc_url' (T_STRING) in C:\Users\Gabriel\Local Sites\gab-local-wp-test\app\public\wp-content\themes\gemini\template-parts\header\nav.php on line 53
